"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityEndTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"USGS-NC","6/14/06","14:30:00","","","USGS-02086849","Storm","Peak stage","True color","Dissolved","125","Accepted","Actual"
"USGS-NC","3/2/07","8:45:00","","","USGS-02086849","Storm","Falling stage","True color","Dissolved","125","Accepted","Actual"
"USGS-NC","2/23/84","13:15:00","","","USGS-02086849","Flood","Rising stage","True color","Dissolved","140","Historical","Actual"
"USGS-NC","8/23/84","10:45:00","","","USGS-02086849","Routine sample","Rising stage","True color","Dissolved","15","Historical","Actual"
"USGS-NC","1/3/85","9:45:00","","","USGS-02086849","Routine sample","Stable, normal stage","True color","Dissolved","150","Historical","Actual"
"USGS-NC","9/6/08","12:45:00","","","USGS-02086849","Storm","Falling stage","True color","Dissolved","175","Accepted","Actual"
"USGS-NC","11/29/83","10:45:00","","","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","21","Historical","Actual"
"USGS-NC","3/25/87","10:30:00","","","USGS-02086849","Routine sample","Stable, normal stage","True color","Dissolved","23","Historical","Actual"
"USGS-NC","10/23/84","14:05:00","","","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","25","Historical","Actual"
"USGS-NC","9/24/84","9:15:00","","","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","25","Historical","Actual"
"USGS-NC","3/25/86","9:45:00","","","USGS-02086849","Routine sample","Falling stage","True color","Dissolved","30","Historical","Actual"
"USGS-NC","6/5/84","10:30:00","","","USGS-02086849","Routine sample","Falling stage","True color","Dissolved","30","Historical","Actual"
"USGS-NC","7/22/85","14:15:00","","","USGS-02086849","Routine sample","Rising stage","True color","Dissolved","30","Historical","Actual"
"USGS-NC","6/18/85","9:40:00","","","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","30","Historical","Actual"
"USGS-NC","8/1/83","9:05:00","","","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","40","Historical","Actual"
"USGS-NC","2/22/83","10:05:00","","","USGS-02086849","Routine sample","Not determined","True color","Dissolved","40","Historical","Actual"
"USGS-NC","2/19/86","15:50:00","","","USGS-02086849","Routine sample","Rising stage","True color","Dissolved","40","Historical","Actual"
"USGS-NC","1/22/86","9:35:00","","","USGS-02086849","Routine sample","Stable, low stage","True color","Dissolved","40","Historical","Actual"
"USGS-NC","1/24/84","9:15:00","","","USGS-02086849","Routine sample","Stable, normal stage","True color","Dissolved","40","Historical","Actual"
"USGS-NC","4/21/92","15:30:00","","","USGS-02086849","Storm","Peak stage","True color","Dissolved","45","Historical","Actual"
"USGS-NC","4/21/86","10:10:00","","","USGS-02086849","Routine sample","Falling stage","True color","Dissolved","50","Historical","Actual"
"USGS-NC","10/24/83","8:00:00","","","USGS-02086849","Routine sample","Falling stage","True color","Dissolved","55","Historical","Actual"
"USGS-NC","7/8/11","16:15:00","7/8/11","21:45:59","USGS-02086849","Storm","Rising stage","True color","Dissolved","62","Accepted","Actual"
"USGS-NC","9/27/10","3:45:00","9/27/10","8:00:59","USGS-02086849","Storm","Rising stage","True color","Dissolved","75","Accepted","Actual"
"USGS-NC","3/18/83","10:05:00","","","USGS-02086849","Routine sample","Not determined","True color","Dissolved","80","Historical","Actual"
"USGS-NC","9/27/10","3:45:00","9/27/10","8:00:59","USGS-02086849","Storm","Rising stage","Specific conductance","Total","109","Accepted","Actual"
"USGS-NC","4/6/89","12:40:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","110","Historical","Actual"
"USGS-NC","10/24/83","8:00:00","","","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","115","Historical","Actual"
"USGS-NC","12/6/16","14:30:00","","","USGS-0208675009","Storm","Rising stage","Specific conductance","Total","115","Accepted","Actual"
"USGS-NC","3/14/17","2:36:00","","","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","124","Accepted","Actual"
"USGS-NC","7/12/16","13:10:00","","","USGS-360226078512801","Routine sample","Stable, normal stage","Specific conductance","Total","131","Accepted","Actual"
"USGS-NC","10/26/11","10:35:00","","","USGS-0208675010","Routine sample","Stable, low stage","Specific conductance","Total","152","Preliminary","Actual"
"USGS-NC","6/26/17","14:45:00","","","USGS-0208675009","Routine sample","Stable, low stage","Specific conductance","Total","156","Accepted","Actual"
"USGS-NC","2/9/17","5:30:00","","","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","169","Accepted","Actual"
"USGS-NC","5/20/93","10:00:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","173","Historical","Actual"
"USGS-NC","4/25/12","12:30:00","","","USGS-0208675010","Routine sample","Stable, normal stage","Specific conductance","Total","178","Preliminary","Actual"
"USGS-NC","2/23/12","11:45:00","","","USGS-0208675010","Routine sample","Falling stage","Specific conductance","Total","183","Preliminary","Actual"
"USGS-NC","5/26/93","12:00:00","","","USGS-02086849","Storm","Rising stage","Specific conductance","Total","186","Historical","Actual"
"USGS-NC","3/14/84","12:10:00","","","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","189","Historical","Actual"
"USGS-NC","2/19/86","15:50:00","","","USGS-02086849","Routine sample","Rising stage","Specific conductance","Total","200","Historical","Actual"
"USGS-NC","3/27/18","11:00:00","","","USGS-360211078513701","Routine sample","Stable, normal stage","Specific conductance","Total","204","Accepted","Actual"
"USGS-NC","7/8/11","16:15:00","7/8/11","21:45:59","USGS-02086849","Storm","Rising stage","Specific conductance","Total","212","Accepted","Actual"
"USGS-NC","3/30/12","12:10:00","","","USGS-0208675010","Routine sample","Stable, low stage","Specific conductance","Total","222","Preliminary","Actual"
"USGS-NC","4/8/14","13:30:00","","","USGS-02086849","Routine sample","Stable, high stage","Specific conductance","Total","222","Accepted","Actual"
"USGS-NC","4/22/91","14:00:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","235","Historical","Actual"
"USGS-NC","1/23/17","7:30:00","","","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","249","Accepted","Actual"
"USGS-NC","4/21/86","10:10:00","","","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","270","Historical","Actual"
"USGS-NC","3/27/18","12:15:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","279","Accepted","Actual"
"USGS-NC","7/12/16","9:45:00","","","USGS-0208682450","Routine sample","Stable, normal stage","Specific conductance","Total","29","Accepted","Actual"
"USGS-NC","11/18/92","15:15:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","298","Historical","Actual"
"USGS-NC","4/9/84","10:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","300","Historical","Actual"
"USGS-NC","7/22/85","14:15:00","","","USGS-02086849","Routine sample","Rising stage","Specific conductance","Total","309","Historical","Actual"
"USGS-NC","4/28/93","16:00:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","320","Historical","Actual"
"USGS-NC","1/24/84","9:15:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","330","Historical","Actual"
"USGS-NC","1/8/87","8:55:00","","","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","340","Historical","Actual"
"USGS-NC","3/25/86","9:45:00","","","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","345","Historical","Actual"
"USGS-NC","8/20/86","13:40:00","","","USGS-02086849","Routine sample","Rising stage","Specific conductance","Total","36","Historical","Actual"
"USGS-NC","6/17/17","15:32:00","","","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","36","Accepted","Actual"
"USGS-NC","5/20/14","14:00:00","","","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","367","Accepted","Actual"
"USGS-NC","4/21/92","15:30:00","","","USGS-02086849","Storm","Peak stage","Specific conductance","Total","368","Historical","Actual"
"USGS-NC","10/23/17","22:25:00","","","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","37","Accepted","Actual"
"USGS-NC","4/20/90","10:20:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","372","Historical","Actual"
"USGS-NC","4/23/14","10:30:00","","","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","376","Accepted","Actual"
"USGS-NC","7/12/16","11:45:00","","","USGS-02086837","Routine sample","Stable, normal stage","Specific conductance","Total","378","Accepted","Actual"
"USGS-NC","4/29/14","12:00:00","","","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","380","Accepted","Actual"
"USGS-NC","7/12/16","11:00:00","","","USGS-02086835","Routine sample","Stable, normal stage","Specific conductance","Total","393","Accepted","Actual"
"USGS-NC","7/12/16","15:20:00","","","USGS-02086841","Routine sample","Stable, normal stage","Specific conductance","Total","398","Accepted","Actual"
"USGS-NC","6/20/17","2:31:00","","","USGS-0208675009","Storm","Rising stage","Specific conductance","Total","40","Accepted","Actual"
"USGS-NC","2/22/83","10:05:00","","","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","400","Historical","Actual"
"USGS-NC","11/29/83","10:45:00","","","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","400","Historical","Actual"
"USGS-NC","5/19/09","11:30:00","","","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","419","Accepted","Actual"
"USGS-NC","10/8/16","16:45:00","","","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","43","Accepted","Actual"
"USGS-NC","8/23/94","14:45:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","432","Historical","Actual"
"USGS-NC","5/6/14","15:20:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","435","Accepted","Actual"
"USGS-NC","9/26/83","8:30:00","","","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","440","Historical","Actual"
"USGS-NC","6/5/84","10:30:00","","","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","440","Historical","Actual"
"USGS-NC","3/25/87","10:30:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","455","Historical","Actual"
"USGS-NC","6/3/14","9:00:00","","","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","459","Accepted","Actual"
"USGS-NC","10/23/84","14:05:00","","","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","460","Historical","Actual"
"USGS-NC","12/21/88","10:00:00","","","USGS-02086849","Routine sample","Falling stage","Specific conductance","Total","466","Historical","Actual"
"USGS-NC","3/18/83","17:25:00","","","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","47","Historical","Actual"
"USGS-NC","4/25/17","3:35:00","","","USGS-0208675009","Storm","Stable, high stage","Specific conductance","Total","50","Accepted","Actual"
"USGS-NC","3/18/83","10:05:00","","","USGS-02086849","Routine sample","Not determined","Specific conductance","Total","52","Historical","Actual"
"USGS-NC","6/18/85","9:40:00","","","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","525","Historical","Actual"
"USGS-NC","8/23/84","10:45:00","","","USGS-02086849","Routine sample","Rising stage","Specific conductance","Total","525","Historical","Actual"
"USGS-NC","8/1/83","9:05:00","","","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","525","Historical","Actual"
"USGS-NC","2/23/84","13:15:00","","","USGS-02086849","Flood","Rising stage","Specific conductance","Total","53","Historical","Actual"
"USGS-NC","1/22/86","9:35:00","","","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","530","Historical","Actual"
"USGS-NC","9/24/84","9:15:00","","","USGS-02086849","Routine sample","Stable, low stage","Specific conductance","Total","530","Historical","Actual"
"USGS-NC","3/2/07","8:45:00","","","USGS-02086849","Storm","Falling stage","Specific conductance","Total","57","Accepted","Actual"
"USGS-NC","9/6/08","12:45:00","","","USGS-02086849","Storm","Falling stage","Specific conductance","Total","58","Accepted","Actual"
"USGS-NC","1/2/17","9:50:00","","","USGS-0208675009","Routine sample","Rising stage","Specific conductance","Total","63","Accepted","Actual"
"USGS-NC","10/11/17","18:40:00","","","USGS-0208675009","Storm","Falling stage","Specific conductance","Total","72","Accepted","Actual"
"USGS-NC","12/8/17","22:12:00","","","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","73","Accepted","Actual"
"USGS-NC","6/14/06","14:30:00","","","USGS-02086849","Storm","Peak stage","Specific conductance","Total","77","Accepted","Actual"
"USGS-NC","5/24/17","20:05:00","","","USGS-0208675009","Storm","Peak stage","Specific conductance","Total","78","Accepted","Actual"
"USGS-NC","3/29/94","9:45:00","","","USGS-0208682450","Storm","Falling stage","Specific conductance","Total","82","Historical","Actual"
"USGS-NC","1/3/85","9:45:00","","","USGS-02086849","Routine sample","Stable, normal stage","Specific conductance","Total","92","Historical","Actual"
"USGS-NC","3/2/07","8:45:00","","","USGS-02086849","Storm","Falling stage","pH","Total","5.7","Accepted","Actual"
"USGS-NC","2/23/84","13:15:00","","","USGS-02086849","Flood","Rising stage","pH","Total","5.9","Historical","Actual"
"USGS-NC","8/20/86","13:40:00","","","USGS-02086849","Routine sample","Rising stage","pH","Total","6.1","Historical","Actual"
"USGS-NC","3/14/84","12:10:00","","","USGS-02086849","Routine sample","Falling stage","pH","Total","6.2","Historical","Actual"
"USGS-NC","3/18/83","17:25:00","","","USGS-02086849","Routine sample","Not determined","pH","Total","6.2","Historical","Actual"
"USGS-NC","10/26/11","10:35:00","","","USGS-0208675010","Routine sample","Stable, low stage","pH","Total","6.3","Preliminary","Actual"
"USGS-NC","1/3/85","9:45:00","","","USGS-02086849","Routine sample","Stable, normal stage","pH","Total","6.3","Historical","Actual"
"USGS-NC","6/14/06","14:30:00","","","USGS-02086849","Storm","Peak stage","pH","Total","6.4","Accepted","Actual"
"USGS-NC","3/18/83","10:05:00","","","USGS-02086849","Routine sample","Not determined","pH","Total","6.4","Historical","Actual"
