"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityEndTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"USGS-NC",1982-11-17,"9:45:00",NA,"","USGS-02086849","Routine sample","Not determined","Total dissolved solids","Dissolved","0.31","Historical","Actual"
"USGS-NC",1985-10-23,"10:45:00",NA,"","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","0.31","Historical","Actual"
"USGS-NC",2016-07-12,"13:00:00",NA,"","USGS-02086839","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","0.32","Accepted","Actual"
"USGS-NC",1984-07-24,"12:30:00",NA,"","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","0.35","Historical","Actual"
"USGS-NC",1983-05-09,"13:45:00",NA,"","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","0.35","Historical","Actual"
"USGS-NC",1986-10-28,"9:30:00",NA,"","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","0.36","Historical","Actual"
"USGS-NC",1986-11-24,"8:30:00",NA,"","USGS-02086849","Routine sample","Falling stage","Total dissolved solids","Dissolved","0.37","Historical","Actual"
"USGS-NC",1985-03-26,"9:35:00",NA,"","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","0.38","Historical","Actual"
"USGS-NC",1985-04-30,"13:45:00",NA,"","USGS-02086849","Routine sample","Rising stage","Total dissolved solids","Dissolved","0.39","Historical","Actual"
"USGS-NC",1986-05-28,"9:30:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","0.41","Historical","Actual"
"USGS-NC",1987-05-18,"9:45:00",NA,"","USGS-02086849","Routine sample","Stable, normal stage","Total dissolved solids","Dissolved","0.42","Historical","Actual"
"USGS-NC",1986-06-18,"10:30:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","0.42","Historical","Actual"
"USGS-NC",1984-12-19,"9:20:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","0.42","Historical","Actual"
"USGS-NC",1984-05-21,"11:00:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","0.43","Historical","Actual"
"USGS-NC",1985-09-24,"14:00:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","0.43","Historical","Actual"
"USGS-NC",1986-09-23,"10:15:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","0.45","Historical","Actual"
"USGS-NC",1983-09-07,"12:50:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Total dissolved solids","Dissolved","0.5","Historical","Actual"
"USGS-NC",1985-08-18,"19:45:00",NA,"","USGS-02086849","Flood","Rising stage","Phosphorus","Total","0.58","Historical","Actual"
"USGS-NC",1983-12-06,"16:05:00",NA,"","USGS-02086849","Flood","Falling stage","Phosphorus","Total","0.64","Historical","Actual"
"USGS-NC",1985-05-23,"8:55:00",NA,"","USGS-02086849","Routine sample","Falling stage","Phosphorus","Total","0.83","Historical","Actual"
"USGS-NC",1984-04-23,"9:35:00",NA,"","USGS-02086849","Routine sample","Falling stage","Phosphorus","Total","1","Historical","Actual"
"USGS-NC",1984-07-24,"12:30:00",NA,"","USGS-02086849","Routine sample","Rising stage","Phosphorus","Total","12","Historical","Actual"
"USGS-NC",1984-06-18,"11:15:00",NA,"","USGS-02086849","Routine sample","Rising stage","Phosphorus","Total","13","Historical","Actual"
"USGS-NC",1983-12-06,"10:05:00",NA,"","USGS-02086849","Flood","Rising stage","Phosphorus","Total","1.3","Historical","Actual"
"USGS-NC",1982-12-16,"14:40:00",NA,"","USGS-02086849","Routine sample","Not determined","Phosphorus","Total","1.4","Historical","Actual"
"USGS-NC",1985-11-21,"15:00:00",NA,"","USGS-02086849","Flood","Falling stage","Phosphorus","Total","1.4","Historical","Actual"
"USGS-NC",1984-08-07,"11:10:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Phosphorus","Total","16","Historical","Actual"
"USGS-NC",1984-05-21,"11:00:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Phosphorus","Total","16","Historical","Actual"
"USGS-NC",1984-07-10,"10:15:00",NA,"","USGS-02086849","Routine sample","Falling stage","Phosphorus","Total","18","Historical","Actual"
"USGS-NC",1985-09-24,"14:00:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Phosphorus","Total","18","Historical","Actual"
"USGS-NC",1982-12-16,"11:45:00",NA,"","USGS-02086849","Routine sample","Not determined","Phosphorus","Total","1.8","Historical","Actual"
"USGS-NC",1983-09-07,"12:50:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Phosphorus","Total","19","Historical","Actual"
"USGS-NC",1983-05-09,"13:45:00",NA,"","USGS-02086849","Routine sample","Rising stage","Phosphorus","Total","20","Historical","Actual"
"USGS-NC",1982-12-16,"9:45:00",NA,"","USGS-02086849","Routine sample","Not determined","Phosphorus","Total","2.6","Historical","Actual"
"USGS-NC",1984-03-28,"10:55:00",NA,"","USGS-02086849","Routine sample","Rising stage","Phosphorus","Total","5.8","Historical","Actual"
"USGS-NC",1982-11-17,"9:45:00",NA,"","USGS-02086849","Routine sample","Not determined","Phosphorus","Total","8.6","Historical","Actual"
"USGS-NC",1984-05-03,"10:30:00",NA,"","USGS-02086849","Routine sample","Falling stage","Phosphorus","Total","9.2","Historical","Actual"
"USGS-NC",1986-11-24,"8:30:00",NA,"","USGS-02086849","Routine sample","Falling stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","100","Historical","Actual"
"USGS-NC",1987-05-18,"9:45:00",NA,"","USGS-02086849","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","100","Historical","Actual"
"USGS-NC",1985-05-23,"8:55:00",NA,"","USGS-02086849","Routine sample","Falling stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","11","Historical","Actual"
"USGS-NC",1982-11-17,"9:45:00",NA,"","USGS-02086849","Routine sample","Not determined","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","110","Historical","Actual"
"USGS-NC",1984-12-04,"14:40:00",NA,"","USGS-02086849","Routine sample","Rising stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","110","Historical","Actual"
"USGS-NC",1986-09-23,"10:15:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","120","Historical","Actual"
"USGS-NC",1982-12-16,"11:45:00",NA,"","USGS-02086849","Routine sample","Not determined","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","12","Historical","Actual"
"USGS-NC",1982-12-16,"14:40:00",NA,"","USGS-02086849","Routine sample","Not determined","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","13","Historical","Actual"
"USGS-NC",1985-08-18,"19:45:00",NA,"","USGS-02086849","Flood","Rising stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","14","Historical","Actual"
"USGS-NC",1984-04-23,"9:35:00",NA,"","USGS-02086849","Routine sample","Falling stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","15","Historical","Actual"
"USGS-NC",1984-07-10,"10:15:00",NA,"","USGS-02086849","Routine sample","Falling stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","150","Historical","Actual"
"USGS-NC",1982-12-16,"9:45:00",NA,"","USGS-02086849","Routine sample","Not determined","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","16","Historical","Actual"
"USGS-NC",1987-02-24,"9:15:00",NA,"","USGS-02086849","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","21","Historical","Actual"
"USGS-NC",1984-03-28,"10:55:00",NA,"","USGS-02086849","Routine sample","Rising stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","28","Historical","Actual"
"USGS-NC",1984-05-03,"10:30:00",NA,"","USGS-02086849","Routine sample","Falling stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","45","Historical","Actual"
"USGS-NC",1984-07-24,"12:30:00",NA,"","USGS-02086849","Routine sample","Rising stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","47","Historical","Actual"
"USGS-NC",1987-04-16,"11:00:00",NA,"","USGS-02086849","Routine sample","Falling stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","4.9","Historical","Actual"
"USGS-NC",1985-03-26,"9:35:00",NA,"","USGS-02086849","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","52","Historical","Actual"
"USGS-NC",1984-08-07,"11:10:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","57","Historical","Actual"
"USGS-NC",1985-12-17,"9:35:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","57","Historical","Actual"
"USGS-NC",1985-02-20,"15:50:00",NA,"","USGS-02086849","Routine sample","Rising stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","58","Historical","Actual"
"USGS-NC",1984-06-18,"11:15:00",NA,"","USGS-02086849","Routine sample","Rising stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","66","Historical","Actual"
"USGS-NC",1984-05-21,"11:00:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","74","Historical","Actual"
"USGS-NC",1986-07-28,"9:45:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","74","Historical","Actual"
"USGS-NC",1985-04-30,"13:45:00",NA,"","USGS-02086849","Routine sample","Rising stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","75","Historical","Actual"
"USGS-NC",1983-09-07,"12:50:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","76","Historical","Actual"
"USGS-NC",1983-05-09,"13:45:00",NA,"","USGS-02086849","Routine sample","Rising stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","76","Historical","Actual"
"USGS-NC",1985-10-23,"10:45:00",NA,"","USGS-02086849","Routine sample","Falling stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","82","Historical","Actual"
"USGS-NC",1986-10-28,"9:30:00",NA,"","USGS-02086849","Routine sample","Stable, normal stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","82","Historical","Actual"
"USGS-NC",1985-11-21,"15:00:00",NA,"","USGS-02086849","Flood","Falling stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","8.4","Historical","Actual"
"USGS-NC",1985-09-24,"14:00:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","85","Historical","Actual"
"USGS-NC",1984-12-19,"9:20:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","88","Historical","Actual"
"USGS-NC",1986-06-18,"10:30:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","91","Historical","Actual"
"USGS-NC",1983-12-06,"16:05:00",NA,"","USGS-02086849","Flood","Falling stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","9.3","Historical","Actual"
"USGS-NC",1983-12-06,"10:05:00",NA,"","USGS-02086849","Flood","Rising stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","9.3","Historical","Actual"
"USGS-NC",1986-05-28,"9:30:00",NA,"","USGS-02086849","Routine sample","Stable, low stage","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","99","Historical","Actual"
"21NC03WQ",2015-09-09,"11:40:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.09","Final","Actual"
"21NC03WQ",2012-10-08,"13:15:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","6.8","Final","Actual"
"21NC03WQ",2016-10-11,"13:30:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2012-09-25,"13:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2008-04-30,"12:40:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.2","Final","Actual"
"21NC03WQ",2009-06-04,"13:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.09","Final","Actual"
"21NC03WQ",2013-05-09,"11:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.12","Final","Actual"
"21NC03WQ",2015-10-26,"10:25:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2017-08-31,"11:40:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.12","Final","Actual"
"21NC03WQ",2009-02-05,"13:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.05","Final","Actual"
"21NC03WQ",2011-01-05,"14:00:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2011-04-06,"10:50:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2011-10-17,"13:35:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2016-03-09,"13:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.06","Final","Actual"
"21NC03WQ",2014-10-02,"13:00:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2017-01-25,"12:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.4","Final","Actual"
"21NC03WQ",2013-09-09,"11:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.14","Final","Actual"
"21NC03WQ",2016-09-08,"13:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.15","Final","Actual"
"21NC03WQ",2011-07-11,"13:20:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","6.2","Final","Actual"
"21NC03WQ",2018-10-25,"12:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.06","Final","Actual"
"21NC03WQ",2008-11-05,"13:25:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.11","Final","Actual"
"21NC03WQ",2009-04-07,"13:35:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","8.5","Final","Actual"
"21NC03WQ",2013-04-04,"11:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.28","Final","Actual"
"21NC03WQ",2013-02-20,"11:55:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.09","Final","Actual"
"21NC03WQ",2014-12-08,"12:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.06","Final","Actual"
"21NC03WQ",2017-06-28,"9:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.09","Final","Actual"
"21NC03WQ",2018-02-15,"13:50:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.05","Final","Actual"
"21NC03WQ",2014-09-15,"13:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.14","Final","Actual"
"21NC03WQ",2018-06-27,"13:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2008-12-03,"13:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.07","Final","Actual"
"21NC03WQ",2014-05-13,"14:40:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.14","Final","Actual"
"21NC03WQ",2018-06-04,"13:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.07","Final","Actual"
"21NC03WQ",2018-10-25,"12:45:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2008-10-16,"13:15:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2014-07-08,"8:35:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2010-10-26,"12:40:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","120","Final","Actual"
"21NC03WQ",2012-10-08,"13:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.27","Final","Actual"
"21NC03WQ",2012-04-10,"14:15:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","8","Final","Actual"
"21NC03WQ",2008-07-28,"14:10:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","7.5","Final","Actual"
"21NC03WQ",2008-01-28,"13:45:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2012-04-10,"14:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.13","Final","Actual"
"21NC03WQ",2017-07-31,"10:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.12","Final","Actual"
"21NC03WQ",2015-04-22,"12:30:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","13","Final","Actual"
"21NC03WQ",2014-10-02,"13:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.11","Final","Actual"
"21NC03WQ",2017-07-31,"10:45:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2009-07-08,"15:10:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2009-03-10,"13:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2012-08-07,"15:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.28","Final","Actual"
"21NC03WQ",2016-10-11,"13:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.18","Final","Actual"
"21NC03WQ",2009-10-21,"13:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.26","Final","Actual"
"21NC03WQ",2013-07-15,"12:05:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.17","Final","Actual"
"21NC03WQ",2014-03-31,"13:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.09","Final","Actual"
"21NC03WQ",2017-04-19,"11:30:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2009-10-21,"13:30:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2013-11-12,"11:55:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2013-08-13,"11:55:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.26","Final","Actual"
"21NC03WQ",2018-07-26,"13:20:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2017-09-28,"11:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.11","Final","Actual"
"21NC03WQ",2015-01-15,"11:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2010-01-21,"13:15:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2018-07-26,"13:20:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","19","Final","Actual"
"21NC03WQ",2011-07-11,"13:20:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.15","Final","Actual"
"21NC03WQ",2016-11-08,"12:40:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2018-01-25,"13:50:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2015-06-16,"12:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.12","Final","Actual"
"21NC03WQ",2014-04-24,"15:10:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2009-01-05,"13:20:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","7","Final","Actual"
"21NC03WQ",2014-11-03,"15:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2017-01-25,"12:15:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","6.5","Final","Actual"
"21NC03WQ",2018-11-19,"12:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.06","Final","Actual"
"21NC03WQ",2017-10-26,"12:10:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2009-05-07,"13:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.2","Final","Actual"
"21NC03WQ",2013-06-06,"11:35:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.24","Final","Actual"
"21NC03WQ",2015-08-05,"12:05:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.13","Final","Actual"
"21NC03WQ",2015-12-01,"12:20:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.13","Final","Actual"
"21NC03WQ",2014-02-20,"12:55:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2011-01-05,"14:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.07","Final","Actual"
"21NC03WQ",2008-01-28,"13:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.78","Final","Actual"
"21NC03WQ",2016-07-12,"12:30:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2016-12-14,"12:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2013-01-09,"13:20:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2013-04-04,"11:45:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2014-04-24,"15:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.06","Final","Actual"
"21NC03WQ",2017-10-26,"12:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2015-01-15,"11:30:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","6.2","Final","Actual"
"21NC03WQ",2012-11-26,"13:20:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2013-12-09,"13:25:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2012-12-04,"13:20:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.07","Final","Actual"
"21NC03WQ",2017-02-13,"11:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.06","Final","Actual"
"21NC03WQ",2008-08-18,"13:50:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.11","Final","Actual"
"21NC03WQ",2015-02-09,"11:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.06","Final","Actual"
"21NC03WQ",2012-07-18,"15:20:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2013-01-09,"13:20:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2017-05-30,"10:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.09","Final","Actual"
"21NC03WQ",2009-07-08,"15:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.2","Final","Actual"
"21NC03WQ",2010-04-08,"15:00:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","7","Final","Actual"
"21NC03WQ",2010-04-08,"15:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2012-01-09,"13:30:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2013-03-18,"11:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.22","Final","Actual"
"21NC03WQ",2017-04-19,"11:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.12","Final","Actual"
"21NC03WQ",2008-06-25,"14:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2013-10-23,"12:45:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2010-01-21,"13:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.23","Final","Actual"
"21NC03WQ",2013-07-15,"12:05:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","6.8","Final","Actual"
"21NC03WQ",2015-10-26,"10:25:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2018-08-16,"13:05:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2015-05-07,"12:00:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.09","Final","Actual"
"21NC03WQ",2015-04-22,"12:30:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.23","Final","Actual"
"21NC03WQ",2013-10-23,"12:45:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2016-02-09,"13:40:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.04","Final","Actual"
"21NC03WQ",2016-04-13,"13:45:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","13","Final","Actual"
"21NC03WQ",2014-01-22,"14:25:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","","Final","Actual"
"21NC03WQ",2008-07-28,"14:10:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2008-04-30,"12:40:00",NA,"","21NC03WQ-J1330000","","","Total suspended solids","","11","Final","Actual"
"21NC03WQ",2012-07-18,"15:20:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.17","Final","Actual"
"21NC03WQ",2015-03-17,"12:40:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.05","Final","Actual"
"21NC03WQ",2018-01-25,"13:50:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.1","Final","Actual"
"21NC03WQ",2008-10-16,"13:15:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.08","Final","Actual"
"21NC03WQ",2018-03-19,"12:55:00",NA,"","21NC03WQ-J1330000","","","Phosphorus","Total","0.04","Final","Actual"
